INSTANCIA,PRONOSTICO,TEMPERATURA,HUMEDAD,VIENTO,JUGAR
2253,rainy,94,30,TRUE,NO
2254,rainy,60,45,TRUE,NO
2255,rainy,78,66,FALSE,NO
2256,rainy,91,67,TRUE,YES
2257,overcast,35,33,FALSE,YES
2258,overcast,24,37,FALSE,NO
2259,rainy,95,50,FALSE,NO
2260,rainy,90,95,TRUE,YES
2261,rainy,43,41,TRUE,NO
2262,rainy,77,50,TRUE,YES
2263,overcast,28,80,TRUE,YES
2264,overcast,52,92,TRUE,YES
2265,rainy,21,38,TRUE,YES
2266,rainy,76,74,TRUE,YES
2267,rainy,58,30,TRUE,YES
2268,rainy,83,19,TRUE,NO
2269,overcast,88,15,TRUE,NO
2270,overcast,5,78,TRUE,YES
2271,overcast,94,74,TRUE,NO
2272,rainy,55,60,TRUE,NO
2273,rainy,37,52,TRUE,YES
2274,rainy,80,69,FALSE,NO
2275,rainy,72,45,TRUE,NO
2276,overcast,83,7,FALSE,YES
2277,rainy,40,1,TRUE,YES
2278,rainy,75,66,FALSE,YES
2279,rainy,94,31,FALSE,NO
2280,overcast,74,99,TRUE,NO
2281,rainy,20,58,FALSE,YES
2282,overcast,25,8,TRUE,NO
2283,rainy,92,9,TRUE,YES
2284,rainy,46,80,FALSE,YES
2285,overcast,85,58,FALSE,NO
2286,rainy,77,44,TRUE,YES
2287,rainy,23,34,FALSE,YES
2288,rainy,38,8,FALSE,YES
2289,rainy,85,93,TRUE,YES
2290,rainy,51,41,FALSE,YES
2291,rainy,75,97,TRUE,NO
2292,rainy,51,49,FALSE,NO
2293,rainy,96,42,TRUE,YES
2294,rainy,59,33,TRUE,NO
2295,rainy,83,69,FALSE,NO
2296,overcast,63,6,FALSE,NO
2297,overcast,6,73,FALSE,NO
2298,rainy,2,75,FALSE,NO
2299,rainy,69,52,TRUE,YES
2300,overcast,89,96,TRUE,YES
2301,rainy,83,68,FALSE,YES
2302,rainy,86,64,TRUE,YES
2303,rainy,24,8,TRUE,NO
2304,rainy,41,40,TRUE,YES
2305,overcast,94,49,TRUE,YES
2306,overcast,32,49,TRUE,YES
2307,rainy,2,2,TRUE,NO
2308,overcast,85,10,FALSE,YES
2309,rainy,78,41,TRUE,NO
2310,rainy,67,100,TRUE,NO
2311,overcast,59,95,TRUE,YES
2312,rainy,97,87,TRUE,NO
2313,rainy,83,53,FALSE,YES
2314,rainy,77,46,TRUE,YES
2315,overcast,100,20,FALSE,NO
2316,rainy,96,70,TRUE,NO
2317,rainy,35,57,FALSE,YES
2318,rainy,9,42,FALSE,NO
2319,rainy,98,36,TRUE,YES
2320,overcast,4,13,TRUE,NO
2321,rainy,88,64,FALSE,NO
2322,rainy,13,99,FALSE,NO
2323,overcast,47,77,FALSE,YES
2324,rainy,25,73,TRUE,NO
2325,overcast,21,77,FALSE,NO
2326,rainy,21,4,TRUE,YES
2327,overcast,39,95,TRUE,YES
2328,overcast,70,99,TRUE,YES
2329,rainy,23,63,TRUE,YES
2330,rainy,2,68,FALSE,NO
2331,rainy,42,27,TRUE,YES
2332,rainy,51,82,TRUE,YES
2333,rainy,45,65,TRUE,YES
2334,overcast,56,100,TRUE,YES
2335,rainy,6,20,FALSE,NO
2336,rainy,97,96,TRUE,NO
2337,rainy,43,40,FALSE,YES
2338,rainy,50,19,TRUE,NO
2339,rainy,32,20,TRUE,YES
2340,overcast,41,22,TRUE,YES
2341,overcast,35,46,FALSE,NO
2342,rainy,18,58,TRUE,YES
2343,rainy,32,30,FALSE,NO
2344,overcast,52,21,TRUE,NO
2345,rainy,46,69,FALSE,NO
2346,overcast,10,28,FALSE,NO
2347,rainy,99,57,FALSE,YES
2348,rainy,22,60,TRUE,YES
2349,overcast,8,65,TRUE,NO
2350,rainy,90,95,FALSE,NO
2351,overcast,79,87,FALSE,NO
2352,rainy,29,84,FALSE,YES
2353,rainy,43,88,FALSE,NO
2354,rainy,61,10,FALSE,YES
2355,rainy,38,19,TRUE,NO
2356,rainy,87,52,TRUE,NO
2357,rainy,73,100,FALSE,NO
2358,overcast,75,34,TRUE,NO
2359,overcast,96,51,FALSE,YES
2360,rainy,46,69,TRUE,NO
2361,overcast,74,96,TRUE,YES
2362,rainy,63,43,TRUE,YES
2363,rainy,19,79,TRUE,YES
2364,rainy,67,70,TRUE,YES
2365,overcast,2,22,FALSE,YES
2366,rainy,25,40,FALSE,YES
2367,rainy,96,76,TRUE,NO
2368,rainy,42,12,FALSE,NO
2369,rainy,18,37,TRUE,NO
2370,rainy,62,96,TRUE,YES
2371,rainy,28,79,TRUE,NO
2372,rainy,9,34,TRUE,NO
2373,rainy,69,28,TRUE,YES
2374,rainy,50,83,TRUE,NO
2375,overcast,82,45,FALSE,NO
2376,rainy,77,3,FALSE,NO
2377,rainy,100,34,FALSE,NO
2378,rainy,22,97,FALSE,YES
2379,overcast,91,44,TRUE,YES
2380,rainy,50,6,FALSE,NO
2381,overcast,20,61,TRUE,YES
2382,rainy,76,86,FALSE,YES
2383,rainy,100,45,TRUE,YES
2384,rainy,67,70,TRUE,NO
2385,rainy,13,3,FALSE,NO
2386,rainy,94,29,TRUE,NO
2387,rainy,27,27,FALSE,NO
2388,rainy,49,24,FALSE,NO
2389,rainy,82,61,FALSE,YES
2390,overcast,82,30,FALSE,NO
2391,overcast,9,76,FALSE,YES
2392,rainy,12,74,FALSE,YES
2393,rainy,8,27,FALSE,YES
2394,rainy,81,64,TRUE,YES
2395,overcast,34,41,FALSE,NO
2396,rainy,24,80,TRUE,NO
2397,overcast,75,49,TRUE,YES
2398,rainy,22,17,TRUE,YES
2399,rainy,44,73,TRUE,YES
2400,overcast,27,53,FALSE,YES
2401,rainy,47,29,FALSE,NO
2402,rainy,87,70,TRUE,YES
2403,rainy,14,3,FALSE,NO
2404,overcast,17,13,FALSE,NO
2405,rainy,82,96,TRUE,NO
2406,rainy,28,98,TRUE,NO
2407,overcast,57,61,TRUE,YES
2408,rainy,28,41,TRUE,NO
2409,rainy,76,92,TRUE,NO
2410,rainy,96,52,FALSE,NO
2411,overcast,11,57,FALSE,YES
2412,overcast,48,41,FALSE,NO
2413,rainy,61,58,TRUE,YES
2414,rainy,92,80,FALSE,NO
2415,rainy,10,69,FALSE,YES
2416,rainy,13,11,FALSE,YES
2417,rainy,46,67,TRUE,YES
2418,rainy,94,4,TRUE,NO
2419,rainy,7,54,TRUE,NO
2420,rainy,54,97,FALSE,NO
2421,rainy,63,66,FALSE,NO
2422,rainy,58,2,TRUE,NO
2423,overcast,64,38,TRUE,YES
2424,rainy,67,15,TRUE,NO
2425,overcast,37,53,FALSE,NO
2426,overcast,9,87,FALSE,YES
2427,rainy,42,50,FALSE,NO
2428,overcast,56,54,FALSE,NO
2429,rainy,75,38,FALSE,YES
2430,overcast,54,43,TRUE,NO
2431,overcast,58,14,FALSE,NO
2432,overcast,19,87,TRUE,NO
2433,rainy,74,60,FALSE,YES
2434,rainy,38,80,TRUE,NO
2435,rainy,53,73,TRUE,YES
2436,rainy,47,5,FALSE,YES
2437,overcast,85,97,FALSE,YES
2438,rainy,41,48,TRUE,NO
2439,rainy,75,74,TRUE,YES
2440,rainy,75,2,FALSE,YES
2441,rainy,99,22,TRUE,YES
2442,overcast,19,40,FALSE,NO
2443,overcast,61,22,FALSE,NO
2444,overcast,81,54,TRUE,YES
2445,rainy,38,17,FALSE,NO
2446,rainy,56,61,FALSE,NO
2447,rainy,52,91,TRUE,NO
2448,overcast,29,97,TRUE,NO
2449,rainy,20,16,TRUE,YES
2450,rainy,59,100,TRUE,NO
2451,overcast,65,49,FALSE,YES
2452,rainy,89,13,TRUE,YES
2453,overcast,79,67,TRUE,YES
2454,rainy,79,86,TRUE,NO
2455,overcast,52,91,FALSE,NO
2456,overcast,83,51,FALSE,NO
2457,rainy,70,87,TRUE,NO
2458,rainy,100,72,TRUE,NO
2459,rainy,9,51,FALSE,YES
2460,rainy,65,79,FALSE,NO
2461,rainy,59,30,FALSE,YES
2462,rainy,71,76,FALSE,NO
2463,rainy,86,99,FALSE,NO
2464,rainy,29,9,FALSE,YES
2465,overcast,62,64,FALSE,NO
2466,overcast,87,61,FALSE,NO
2467,overcast,91,7,TRUE,YES
2468,rainy,27,11,TRUE,NO
2469,overcast,23,53,TRUE,NO
2470,overcast,50,62,FALSE,NO
2471,overcast,82,64,FALSE,YES
2472,rainy,57,70,TRUE,YES
2473,rainy,59,7,TRUE,NO
2474,overcast,76,98,FALSE,YES
2475,overcast,46,49,FALSE,YES
2476,rainy,56,82,FALSE,NO
2477,overcast,30,57,TRUE,YES
2478,rainy,14,48,FALSE,YES
2479,overcast,43,77,TRUE,NO
2480,rainy,44,64,TRUE,NO
2481,rainy,40,98,TRUE,YES
2482,rainy,6,66,FALSE,YES
2483,overcast,5,30,FALSE,YES
2484,rainy,15,75,TRUE,YES
2485,rainy,24,12,TRUE,NO
2486,rainy,69,50,FALSE,YES
2487,rainy,46,3,TRUE,NO
2488,rainy,53,14,TRUE,NO
2489,rainy,15,32,TRUE,NO
2490,rainy,97,74,TRUE,NO
2491,rainy,39,57,FALSE,NO
2492,rainy,45,61,TRUE,YES
2493,rainy,52,59,FALSE,YES
2494,rainy,98,50,TRUE,NO
2495,rainy,77,2,FALSE,YES
2496,overcast,76,28,FALSE,NO
2497,rainy,67,92,TRUE,YES
2498,rainy,64,91,FALSE,NO
2499,overcast,14,52,FALSE,YES
2500,rainy,54,35,TRUE,YES
2501,rainy,8,100,TRUE,NO
2502,rainy,52,71,TRUE,YES
2503,overcast,77,1,FALSE,YES
2504,rainy,1,74,TRUE,NO
2505,rainy,29,75,TRUE,YES
2506,overcast,14,69,FALSE,YES
2507,overcast,56,41,FALSE,NO
2508,rainy,52,30,TRUE,YES
2509,rainy,85,34,FALSE,YES
2510,overcast,72,63,TRUE,YES
2511,rainy,86,92,TRUE,YES
2512,rainy,14,41,TRUE,YES
2513,overcast,26,82,FALSE,YES
2514,rainy,76,8,FALSE,NO
2515,rainy,72,38,TRUE,YES
2516,overcast,89,99,TRUE,YES
2517,overcast,20,64,FALSE,NO
2518,rainy,48,55,TRUE,NO
2519,rainy,32,49,FALSE,YES
2520,overcast,90,74,FALSE,NO
2521,overcast,34,26,TRUE,NO
2522,rainy,95,77,TRUE,YES
2523,rainy,57,77,FALSE,YES
2524,rainy,57,27,TRUE,YES
2525,overcast,21,92,TRUE,NO
2526,rainy,85,80,FALSE,NO
2527,rainy,77,64,TRUE,NO
2528,overcast,55,22,TRUE,YES
2529,overcast,34,78,TRUE,NO
2530,rainy,59,57,TRUE,YES
2531,overcast,20,5,TRUE,NO
2532,rainy,100,36,FALSE,YES
2533,rainy,97,33,FALSE,YES
2534,overcast,78,99,TRUE,YES
2535,rainy,83,89,FALSE,NO
2536,rainy,92,40,FALSE,NO
2537,rainy,63,50,TRUE,NO
2538,rainy,31,39,FALSE,YES
2539,rainy,78,31,TRUE,NO
2540,rainy,32,16,TRUE,NO
2541,rainy,68,95,TRUE,YES
2542,overcast,55,25,TRUE,YES
2543,rainy,74,89,TRUE,NO
2544,overcast,15,21,FALSE,YES
2545,rainy,51,66,TRUE,YES
2546,rainy,69,65,TRUE,YES
2547,rainy,97,60,FALSE,YES
2548,rainy,54,100,TRUE,YES
2549,rainy,21,97,TRUE,YES
2550,overcast,44,87,TRUE,YES
2551,overcast,85,21,TRUE,YES
2552,overcast,70,20,FALSE,NO
2553,overcast,80,76,TRUE,YES
2554,rainy,70,11,FALSE,NO
2555,rainy,19,41,FALSE,YES
2556,overcast,41,82,FALSE,NO
2557,overcast,13,15,FALSE,YES
2558,rainy,74,12,TRUE,NO
2559,rainy,36,17,FALSE,YES
2560,rainy,81,70,TRUE,YES
2561,rainy,28,73,TRUE,NO
2562,overcast,18,70,FALSE,NO
2563,overcast,66,91,FALSE,NO
2564,rainy,86,36,TRUE,YES
2565,rainy,74,94,TRUE,NO
2566,rainy,41,7,FALSE,NO
2567,rainy,94,49,FALSE,YES
2568,rainy,36,47,TRUE,YES
2569,overcast,80,75,TRUE,NO
2570,rainy,90,55,FALSE,YES
2571,overcast,61,80,FALSE,YES
2572,rainy,27,18,FALSE,NO
2573,overcast,51,58,FALSE,NO
2574,rainy,41,69,FALSE,NO
2575,rainy,49,95,FALSE,NO
2576,rainy,3,39,FALSE,YES
2577,rainy,45,4,FALSE,YES
2578,rainy,27,76,TRUE,YES
2579,rainy,18,92,TRUE,NO
2580,rainy,41,58,FALSE,YES
2581,rainy,46,78,TRUE,YES
2582,rainy,45,43,TRUE,NO
2583,overcast,51,29,TRUE,NO
2584,rainy,81,13,TRUE,YES
2585,overcast,83,41,TRUE,YES
2586,overcast,23,25,TRUE,NO
2587,overcast,12,82,FALSE,NO
2588,rainy,28,64,TRUE,YES
2589,rainy,74,99,FALSE,YES
2590,overcast,78,50,FALSE,NO
2591,rainy,56,44,FALSE,NO
2592,overcast,18,11,TRUE,YES
2593,overcast,38,100,FALSE,YES
2594,rainy,25,98,TRUE,YES
2595,overcast,59,23,TRUE,NO
2596,rainy,25,78,FALSE,YES
2597,overcast,18,5,TRUE,YES
2598,rainy,17,96,FALSE,YES
2599,rainy,94,30,FALSE,NO
2600,rainy,55,92,FALSE,YES
2601,rainy,26,21,TRUE,NO
2602,overcast,4,22,FALSE,YES
2603,rainy,43,16,FALSE,NO
2604,rainy,70,19,FALSE,YES
2605,rainy,79,32,TRUE,YES
2606,rainy,80,20,FALSE,NO
2607,rainy,51,61,FALSE,YES
2608,rainy,6,84,FALSE,YES
2609,rainy,20,84,FALSE,YES
2610,rainy,90,20,TRUE,YES
2611,overcast,29,62,FALSE,NO
2612,overcast,51,24,FALSE,YES
2613,overcast,59,34,FALSE,YES
2614,rainy,21,3,TRUE,NO
2615,overcast,94,27,FALSE,YES
2616,rainy,80,67,TRUE,NO
2617,rainy,71,64,TRUE,NO
2618,rainy,100,68,FALSE,NO
2619,overcast,100,74,TRUE,NO
2620,rainy,1,26,FALSE,NO
2621,overcast,58,1,FALSE,NO
2622,overcast,60,40,FALSE,NO
2623,overcast,12,23,FALSE,NO
2624,overcast,39,33,TRUE,YES
2625,rainy,35,26,TRUE,NO
2626,rainy,85,97,TRUE,NO
2627,rainy,23,100,FALSE,NO
2628,rainy,54,40,TRUE,NO
2629,rainy,58,23,FALSE,YES
2630,rainy,81,91,FALSE,NO
2631,overcast,8,55,FALSE,YES
2632,rainy,47,24,FALSE,NO
2633,rainy,59,38,TRUE,YES
2634,rainy,20,39,FALSE,YES
2635,overcast,63,100,FALSE,NO
2636,rainy,31,28,FALSE,NO
2637,rainy,10,24,FALSE,NO
2638,rainy,1,49,TRUE,YES
2639,rainy,41,23,FALSE,NO
2640,rainy,19,33,TRUE,YES
2641,rainy,6,57,FALSE,YES
2642,rainy,28,62,TRUE,YES
2643,rainy,92,23,TRUE,NO
2644,rainy,93,85,TRUE,YES
2645,overcast,33,55,FALSE,NO
2646,rainy,97,94,TRUE,NO
2647,overcast,70,100,FALSE,NO
2648,overcast,9,99,FALSE,NO
2649,overcast,72,49,TRUE,YES
2650,rainy,86,13,TRUE,YES
2651,overcast,97,31,FALSE,NO
2652,overcast,18,35,TRUE,NO
2653,overcast,79,18,FALSE,NO
2654,rainy,80,8,FALSE,YES
2655,rainy,39,24,TRUE,NO
2656,rainy,87,78,TRUE,NO
2657,rainy,58,38,FALSE,YES
2658,rainy,93,94,TRUE,YES
2659,rainy,29,54,FALSE,YES
2660,rainy,75,90,TRUE,YES
2661,rainy,55,67,TRUE,YES
2662,rainy,56,80,FALSE,NO
2663,overcast,10,26,TRUE,NO
2664,rainy,56,62,TRUE,YES
2665,rainy,30,76,TRUE,NO
2666,rainy,20,44,FALSE,NO
2667,rainy,89,4,TRUE,NO
2668,rainy,97,95,FALSE,YES
2669,rainy,14,15,TRUE,NO
2670,rainy,94,41,TRUE,YES
2671,overcast,28,92,FALSE,YES
2672,rainy,77,69,TRUE,NO
2673,rainy,92,19,TRUE,YES
2674,rainy,40,68,FALSE,YES
2675,overcast,96,91,FALSE,NO
2676,rainy,52,98,FALSE,YES
2677,rainy,29,26,FALSE,NO
2678,rainy,48,90,FALSE,NO
2679,rainy,7,8,TRUE,NO
2680,rainy,75,16,TRUE,YES
2681,rainy,17,62,FALSE,YES
2682,overcast,41,2,FALSE,YES
2683,rainy,42,79,TRUE,NO
2684,overcast,81,13,TRUE,NO
2685,rainy,20,85,FALSE,NO
2686,overcast,46,90,FALSE,YES
2687,overcast,59,1,FALSE,YES
2688,overcast,13,57,TRUE,NO
2689,rainy,7,41,FALSE,NO
2690,overcast,82,93,FALSE,YES
2691,rainy,52,26,TRUE,NO
2692,overcast,44,52,TRUE,NO
2693,rainy,18,53,FALSE,NO
2694,rainy,59,60,FALSE,YES
2695,overcast,7,72,TRUE,YES
2696,rainy,21,40,TRUE,NO
2697,rainy,83,34,FALSE,NO
2698,rainy,1,85,FALSE,NO
2699,rainy,18,21,FALSE,NO
2700,rainy,38,73,FALSE,YES
2701,rainy,88,46,TRUE,YES
2702,overcast,92,60,FALSE,NO
2703,rainy,69,29,TRUE,YES
2704,rainy,39,45,TRUE,YES
2705,overcast,27,80,TRUE,YES
2706,overcast,18,61,FALSE,NO
2707,rainy,85,70,TRUE,YES
2708,overcast,66,29,TRUE,NO
2709,rainy,65,10,TRUE,NO
2710,rainy,96,26,TRUE,YES
2711,rainy,96,82,TRUE,YES
2712,rainy,22,62,FALSE,NO
2713,rainy,60,52,TRUE,YES
2714,overcast,10,48,FALSE,NO
2715,overcast,73,69,TRUE,NO
2716,overcast,44,31,FALSE,NO
2717,rainy,74,32,FALSE,YES
2718,rainy,96,98,FALSE,YES
2719,rainy,51,43,TRUE,NO
2720,rainy,3,58,FALSE,NO
2721,rainy,20,13,TRUE,NO
2722,rainy,14,89,FALSE,YES
2723,rainy,44,3,TRUE,NO
2724,rainy,87,75,FALSE,NO
2725,rainy,94,42,FALSE,NO
2726,rainy,41,25,FALSE,NO
2727,overcast,76,28,FALSE,YES
2728,overcast,52,43,TRUE,YES
2729,rainy,59,74,FALSE,NO
2730,rainy,33,86,TRUE,YES
2731,rainy,17,9,TRUE,NO
2732,rainy,96,8,FALSE,YES
2733,overcast,42,67,TRUE,YES
2734,overcast,58,89,FALSE,NO
2735,rainy,37,92,FALSE,YES
2736,rainy,69,65,TRUE,YES
2737,rainy,59,26,TRUE,YES
2738,rainy,50,73,FALSE,YES
2739,rainy,14,61,FALSE,NO
2740,rainy,100,26,TRUE,NO
2741,rainy,68,21,FALSE,NO
2742,rainy,10,73,FALSE,YES
2743,rainy,54,29,TRUE,YES
2744,rainy,39,28,TRUE,NO
2745,rainy,69,91,FALSE,YES
2746,overcast,99,99,TRUE,YES
2747,rainy,35,100,TRUE,YES
2748,rainy,20,75,TRUE,NO
2749,rainy,76,37,TRUE,NO
2750,rainy,45,49,FALSE,YES
2751,overcast,85,10,TRUE,YES
2752,overcast,62,99,FALSE,NO
2753,rainy,10,21,FALSE,YES
2754,rainy,9,15,TRUE,YES
2755,rainy,61,62,FALSE,YES
2756,rainy,99,26,FALSE,YES
2757,rainy,50,91,FALSE,YES
2758,rainy,64,33,FALSE,YES
2759,rainy,11,95,FALSE,YES
2760,overcast,24,70,TRUE,NO
2761,rainy,88,36,FALSE,NO
2762,rainy,64,79,TRUE,YES
2763,rainy,19,44,TRUE,YES
2764,rainy,71,84,TRUE,NO
2765,rainy,22,38,FALSE,NO
2766,rainy,48,15,FALSE,NO
2767,rainy,54,72,TRUE,YES
2768,overcast,96,70,FALSE,YES
2769,rainy,15,75,FALSE,YES
2770,overcast,40,79,TRUE,NO
2771,rainy,63,63,TRUE,YES
2772,rainy,36,66,FALSE,NO
2773,rainy,28,87,TRUE,NO
2774,overcast,42,62,FALSE,NO
2775,rainy,62,9,FALSE,NO
2776,rainy,27,99,FALSE,NO
2777,rainy,49,75,TRUE,NO
2778,overcast,50,42,FALSE,NO
2779,rainy,49,59,FALSE,NO
2780,overcast,17,10,FALSE,NO
2781,rainy,24,27,FALSE,NO
2782,rainy,24,18,FALSE,NO
2783,rainy,54,25,FALSE,YES
2784,rainy,91,2,TRUE,NO
2785,rainy,54,28,TRUE,NO
2786,overcast,63,84,TRUE,YES
2787,rainy,100,34,TRUE,NO
2788,rainy,21,58,TRUE,YES
2789,rainy,76,46,FALSE,YES
2790,rainy,81,47,FALSE,NO
2791,rainy,1,52,FALSE,YES
2792,rainy,1,31,TRUE,NO
2793,rainy,68,77,FALSE,YES
2794,overcast,7,97,TRUE,NO
2795,rainy,46,29,TRUE,NO
2796,overcast,98,32,TRUE,NO
2797,rainy,23,74,TRUE,NO
2798,rainy,57,22,FALSE,NO
2799,overcast,20,57,TRUE,NO
2800,overcast,25,50,TRUE,YES
2801,rainy,85,9,FALSE,NO
2802,rainy,48,17,FALSE,NO
2803,rainy,46,83,TRUE,YES
2804,rainy,31,46,TRUE,NO
2805,overcast,46,70,FALSE,YES
2806,rainy,40,7,TRUE,YES
2807,rainy,86,48,TRUE,YES
2808,overcast,72,76,FALSE,YES
2809,rainy,47,82,FALSE,NO
2810,rainy,48,47,TRUE,NO
2811,rainy,51,5,TRUE,NO
2812,rainy,68,60,FALSE,YES
2813,overcast,84,12,TRUE,NO
2814,rainy,13,48,TRUE,NO
2815,rainy,48,100,FALSE,NO
2816,rainy,26,69,TRUE,NO
2817,rainy,18,20,TRUE,NO
2818,overcast,44,87,TRUE,NO
2819,overcast,51,100,TRUE,NO
2820,rainy,63,57,TRUE,NO
2821,overcast,100,90,FALSE,YES
2822,rainy,80,83,FALSE,YES
2823,overcast,51,2,FALSE,YES
2824,overcast,83,5,FALSE,NO
2825,rainy,65,99,TRUE,NO
2826,rainy,69,76,FALSE,NO
2827,overcast,27,48,TRUE,NO
2828,overcast,34,95,FALSE,YES
2829,rainy,80,22,TRUE,NO
2830,overcast,24,32,TRUE,YES
2831,overcast,52,15,FALSE,YES
2832,overcast,98,84,TRUE,NO
2833,overcast,73,61,TRUE,NO
2834,rainy,53,53,FALSE,NO
2835,overcast,60,56,FALSE,NO
2836,rainy,75,22,TRUE,NO
2837,overcast,90,99,FALSE,YES
2838,rainy,55,92,FALSE,NO
2839,rainy,32,40,FALSE,YES
2840,rainy,6,4,TRUE,YES
2841,rainy,87,89,TRUE,YES
2842,overcast,100,51,TRUE,YES
2843,overcast,56,54,TRUE,NO
2844,rainy,59,22,TRUE,NO
2845,rainy,42,60,TRUE,YES
2846,overcast,22,53,TRUE,YES
2847,overcast,32,53,TRUE,NO
2848,rainy,9,3,FALSE,YES
2849,rainy,55,72,FALSE,NO
2850,rainy,30,42,FALSE,YES
2851,overcast,10,61,FALSE,YES
2852,overcast,5,13,TRUE,YES
2853,rainy,64,24,FALSE,NO
2854,rainy,45,68,TRUE,NO
2855,rainy,76,75,FALSE,YES
2856,rainy,91,10,TRUE,YES
2857,overcast,82,51,FALSE,NO
2858,overcast,44,82,TRUE,NO
2859,rainy,49,92,FALSE,YES
2860,overcast,6,48,TRUE,YES
2861,rainy,86,64,TRUE,NO
2862,overcast,69,67,TRUE,NO
2863,rainy,65,50,FALSE,NO
2864,rainy,7,54,TRUE,NO
2865,rainy,65,67,FALSE,YES
2866,rainy,32,39,TRUE,NO
2867,rainy,69,44,TRUE,NO
2868,overcast,65,38,FALSE,YES
2869,rainy,6,34,FALSE,NO
2870,overcast,20,21,TRUE,NO
2871,rainy,13,58,TRUE,NO
2872,rainy,62,98,TRUE,NO
2873,rainy,55,6,TRUE,YES
2874,rainy,58,17,FALSE,NO
2875,rainy,3,64,FALSE,YES
2876,rainy,99,86,TRUE,NO
2877,rainy,86,71,TRUE,NO
2878,rainy,53,3,FALSE,YES
2879,rainy,82,47,TRUE,YES
2880,rainy,69,38,TRUE,NO
2881,overcast,30,58,TRUE,YES
2882,rainy,42,87,FALSE,NO
2883,rainy,35,72,TRUE,YES
2884,rainy,67,16,TRUE,NO
2885,overcast,56,44,TRUE,YES
2886,rainy,46,34,FALSE,NO
2887,rainy,54,90,TRUE,NO
2888,rainy,86,71,TRUE,NO
2889,overcast,56,78,TRUE,NO
2890,overcast,100,92,FALSE,YES
2891,rainy,13,83,FALSE,YES
2892,rainy,53,17,TRUE,NO
2893,rainy,74,52,TRUE,YES
2894,rainy,29,54,TRUE,YES
2895,rainy,98,79,FALSE,YES
2896,rainy,47,7,FALSE,YES
2897,rainy,12,80,FALSE,NO
2898,rainy,91,74,TRUE,YES
2899,overcast,70,55,FALSE,NO
2900,rainy,64,77,TRUE,YES
2901,rainy,73,49,TRUE,YES
2902,rainy,51,49,TRUE,YES
2903,rainy,3,22,FALSE,NO
2904,rainy,72,67,FALSE,NO
2905,overcast,27,4,FALSE,YES
2906,rainy,10,38,FALSE,YES
2907,rainy,10,96,TRUE,NO
2908,overcast,69,59,FALSE,NO
2909,overcast,48,83,FALSE,YES
2910,rainy,48,73,TRUE,YES
2911,rainy,90,41,FALSE,NO
2912,overcast,66,90,TRUE,NO
2913,rainy,28,8,FALSE,NO
2914,rainy,10,50,TRUE,YES
2915,rainy,60,56,FALSE,YES
2916,overcast,30,88,FALSE,YES
2917,rainy,94,39,FALSE,YES
2918,rainy,50,94,TRUE,YES
2919,overcast,92,31,TRUE,NO
2920,rainy,85,46,FALSE,YES
2921,rainy,58,8,TRUE,NO
2922,rainy,1,49,TRUE,YES
2923,rainy,7,56,TRUE,YES
2924,overcast,17,86,TRUE,NO
2925,overcast,19,18,FALSE,NO
2926,rainy,18,58,FALSE,NO
2927,overcast,47,96,TRUE,NO
2928,overcast,46,88,FALSE,YES
2929,rainy,80,82,TRUE,NO
2930,rainy,100,78,TRUE,YES
2931,overcast,28,49,TRUE,NO
2932,rainy,6,99,FALSE,YES
2933,rainy,25,99,FALSE,YES
2934,rainy,16,97,TRUE,YES
2935,overcast,88,36,TRUE,YES
2936,rainy,57,58,FALSE,YES
2937,rainy,62,46,FALSE,YES
2938,overcast,11,35,TRUE,YES
2939,rainy,7,30,TRUE,YES
2940,rainy,43,62,FALSE,NO
2941,overcast,60,77,FALSE,NO
2942,rainy,67,22,FALSE,YES
2943,rainy,24,35,FALSE,YES
2944,rainy,45,18,TRUE,YES
2945,rainy,30,87,TRUE,YES
2946,rainy,2,9,FALSE,NO
2947,overcast,34,94,FALSE,YES
2948,overcast,58,53,TRUE,NO
2949,rainy,59,55,TRUE,NO
2950,overcast,68,46,FALSE,YES
2951,rainy,48,73,TRUE,YES
2952,rainy,59,99,TRUE,NO
2953,overcast,6,44,TRUE,YES
2954,rainy,98,9,FALSE,YES
2955,rainy,68,97,FALSE,NO
2956,overcast,95,8,FALSE,YES
2957,rainy,28,99,FALSE,NO
2958,rainy,19,87,FALSE,YES
2959,rainy,87,99,TRUE,NO
2960,rainy,20,4,FALSE,NO
2961,rainy,86,30,TRUE,YES
2962,rainy,95,35,TRUE,YES
2963,rainy,70,85,TRUE,YES
2964,overcast,10,69,TRUE,NO
2965,overcast,100,4,TRUE,NO
2966,rainy,87,17,FALSE,NO
2967,rainy,36,32,FALSE,YES
2968,rainy,76,17,FALSE,NO
2969,rainy,86,87,FALSE,YES
2970,rainy,33,100,FALSE,NO
2971,rainy,49,19,FALSE,YES
2972,rainy,30,72,FALSE,NO
2973,overcast,14,94,TRUE,NO
2974,overcast,60,77,TRUE,YES
2975,overcast,34,63,FALSE,YES
2976,rainy,20,97,FALSE,YES
2977,rainy,76,11,FALSE,YES
2978,rainy,94,3,FALSE,NO
2979,rainy,90,86,FALSE,YES
2980,rainy,27,43,TRUE,NO
2981,rainy,100,30,FALSE,NO
2982,rainy,19,74,FALSE,YES
2983,rainy,31,37,FALSE,NO
2984,rainy,65,8,FALSE,YES
2985,rainy,88,32,TRUE,NO
2986,rainy,3,52,FALSE,NO
