NIVEL,CLAVE DE LA ESCUELA,TURNO,ALUMNOS PROGRAMADOS PRUEBA,PORCENTAJE DE EVALUADOS LENGUAJE Y COMUNICACION,PORCENTAJE DE EVALUADOS MATEMATICAS,LA PRUEBA ES REPRESENTATIVA LEGUAJE Y COMUNICACION,LA PRUEBA ES REPRESENTATIVA  MATEMATICAS,INFORMACION POCO CONFIABLE LENGUAJE Y COMUNICACIÓN,INFORMACION POCO CONFIABLE MATEMATICAS,NIVEL I LENGUAJE Y COMUNICACION (%),NIVEL II LENGUAJE Y COMUNICACION (%),NIVEL III LENGUAJE Y COMUNICACION (%),NIVEL IV LENGUAJE Y COMUNICACION (%),NIVEL PREDOMINANTE LENGUAJE Y COMUNICACION ,NIVEL I MATEMATICAS (%),NIVEL II MATEMATICAS (%),NIVEL III MATEMATICAS (%),NIVEL IV MATEMATICAS (%),NIVEL PREDOMINANTE MATEMATICAS
SECUNDARIA,14DTV0074Q,MATUTINO,12,75,75,SI,SI,NO,NO,,55.6,44.4,, II ,44.4,44.4,,11.1,I
SECUNDARIA,14DTV0075P,MATUTINO,28,78.6,71.4,SI,SI,NO,NO,22.7,68.2,9.1,, II ,45,35,15,5,I
SECUNDARIA,14DTV0077N,MATUTINO,14,100,100,SI,SI,NO,NO,14.3,78.6,7.1,, II ,35.7,50,7.1,7.1,II
SECUNDARIA,14DTV0079L,MATUTINO,14,92.9,92.9,SI,SI,NO,NO,7.7,7.7,23.1,61.5, IV ,7.7,,,92.3,IV
SECUNDARIA,14DTV0081Z,MATUTINO,12,91.7,100,SI,SI,NO,NO,18.2,54.5,18.2,9.1, II ,33.3,58.3,8.3,,II
SECUNDARIA,14DTV0082Z,MATUTINO,70,74.3,72.9,SI,SI,NO,NO,23.1,57.7,13.5,5.8, II ,70.6,23.5,2,3.9,I
SECUNDARIA,14DTV0083Y,MATUTINO,13,61.5,61.5,SI,SI,NO,NO,50,37.5,,12.5, I ,75,12.5,12.5,,I
SECUNDARIA,14DTV0084X,MATUTINO,11,90.9,90.9,SI,SI,NO,NO,10,30,60,, III ,30,50,10,10,II
SECUNDARIA,14DTV0085W,MATUTINO,35,100,100,SI,SI,NO,NO,8.6,31.4,45.7,14.3, III ,17.1,40,20,22.9,II
SECUNDARIA,14DTV0086V,MATUTINO,35,91.4,94.3,SI,SI,NO,NO,40.6,34.4,21.9,3.1, I ,63.6,24.2,6.1,6.1,I
SECUNDARIA,14DTV0087U,MATUTINO,13,84.6,84.6,SI,SI,NO,NO,45.5,45.5,9.1,, I ,36.4,18.2,36.4,9.1,I
SECUNDARIA,14DTV0088T,MATUTINO,17,88.2,76.5,SI,SI,NO,NO,13.3,66.7,20,, II ,84.6,7.7,7.7,,I
SECUNDARIA,14DTV0089S,MATUTINO,35,88.6,85.7,SI,SI,NO,NO,12.9,54.8,22.6,9.7, II ,33.3,46.7,13.3,6.7,II
SECUNDARIA,14DTV0090H,MATUTINO,21,95.2,90.5,SI,SI,NO,SI,10,60,30,, II ,57.9,26.3,5.3,10.5,I
SECUNDARIA,14DTV0091G,MATUTINO,5,100,100,SI,SI,NO,NO,,20,40,40, III ,,,20,80,IV
SECUNDARIA,14DTV0094D,MATUTINO,30,90,100,SI,SI,NO,SI,40.7,33.3,18.5,7.4, I ,23.3,33.3,26.7,16.7,II
SECUNDARIA,14DTV0095C,MATUTINO,24,91.7,91.7,SI,SI,NO,NO,4.5,59.1,31.8,4.5, II ,22.7,27.3,31.8,18.2,III
SECUNDARIA,14DTV0097A,MATUTINO,15,93.3,93.3,SI,SI,NO,NO,7.1,78.6,14.3,, II ,42.9,50,7.1,,II
SECUNDARIA,14DTV0098Z,MATUTINO,35,100,100,SI,SI,NO,NO,8.6,48.6,42.9,, II ,45.7,37.1,11.4,5.7,I
SECUNDARIA,14DTV0099Z,MATUTINO,17,100,94.1,SI,SI,SI,SI,35.3,58.8,5.9,, II ,93.8,6.3,,,I
SECUNDARIA,14DTV0100Y,MATUTINO,17,100,100,SI,SI,NO,NO,17.6,58.8,17.6,5.9, II ,17.6,41.2,29.4,11.8,II
SECUNDARIA,14DTV0101X,MATUTINO,35,97.1,97.1,SI,SI,NO,NO,32.4,52.9,11.8,2.9, II ,61.8,32.4,2.9,2.9,I
SECUNDARIA,14DTV0102W,MATUTINO,29,65.5,96.6,SI,SI,NO,NO,15.8,52.6,26.3,5.3, II ,57.1,25,7.1,10.7,I
SECUNDARIA,14DTV0103V,MATUTINO,19,94.7,94.7,SI,SI,NO,NO,61.1,33.3,5.6,, I ,72.2,22.2,,5.6,I
SECUNDARIA,14DTV0104U,MATUTINO,23,100,100,SI,SI,NO,NO,17.4,56.5,26.1,, II ,26.1,43.5,8.7,21.7,II
SECUNDARIA,14DTV0105T,MATUTINO,15,66.7,66.7,SI,SI,NO,NO,20,30,10,40, IV ,30,10,40,20,III
SECUNDARIA,14DTV0106S,MATUTINO,21,85.7,95.2,SI,SI,NO,NO,44.4,50,5.6,, II ,55,25,20,,I
SECUNDARIA,14DTV0107R,MATUTINO,11,81.8,81.8,SI,SI,NO,NO,44.4,55.6,,, II ,77.8,22.2,,,I
SECUNDARIA,14DTV0108Q,MATUTINO,1,100,100,SI,SI,NO,NO,,,100,, III ,100,,,,I
SECUNDARIA,14DTV0109P,MATUTINO,13,100,100,SI,SI,NO,NO,53.8,38.5,7.7,, I ,53.8,15.4,23.1,7.7,I
SECUNDARIA,14DTV0110E,MATUTINO,35,80,88.6,SI,SI,NO,NO,78.6,21.4,,, I ,71,25.8,3.2,,I
SECUNDARIA,14DTV0111D,MATUTINO,35,100,94.3,SI,SI,NO,NO,42.9,48.6,5.7,2.9, II ,66.7,30.3,,3,I
SECUNDARIA,14DTV0112C,MATUTINO,28,92.9,89.3,SI,SI,NO,NO,30.8,30.8,23.1,15.4, I ,16,36,16,32,II
SECUNDARIA,14DTV0113B,MATUTINO,6,100,100,SI,SI,NO,NO,16.7,33.3,33.3,16.7, II ,50,,33.3,16.7,I
SECUNDARIA,14DTV0114A,MATUTINO,14,92.9,92.9,SI,SI,NO,NO,46.2,30.8,15.4,7.7, I ,38.5,38.5,7.7,15.4,I
SECUNDARIA,14DTV0115Z,MATUTINO,5,100,100,SI,SI,NO,NO,20,60,20,, II ,20,80,,,II
SECUNDARIA,14DTV0116Z,MATUTINO,6,100,100,SI,SI,NO,NO,100,,,, I ,100,,,,I
SECUNDARIA,14DTV0117Y,MATUTINO,35,94.3,97.1,SI,SI,NO,NO,36.4,48.5,9.1,6.1, II ,64.7,20.6,11.8,2.9,I
SECUNDARIA,14DTV0118X,MATUTINO,24,100,100,SI,SI,NO,NO,16.7,45.8,29.2,8.3, II ,37.5,33.3,20.8,8.3,I
SECUNDARIA,14DTV0119W,MATUTINO,20,90,95,SI,SI,NO,NO,50,38.9,11.1,, I ,42.1,36.8,15.8,5.3,I
SECUNDARIA,14DTV0120L,MATUTINO,12,100,100,SI,SI,NO,NO,33.3,50,16.7,, II ,66.7,33.3,,,I
SECUNDARIA,14DTV0121K,MATUTINO,14,100,100,SI,SI,NO,SI,21.4,35.7,28.6,14.3, II ,42.9,28.6,21.4,7.1,I
SECUNDARIA,14DTV0122J,MATUTINO,9,100,100,SI,SI,NO,NO,,88.9,11.1,, II ,33.3,44.4,11.1,11.1,II
SECUNDARIA,14DTV0123I,MATUTINO,12,91.7,100,SI,SI,NO,SI,45.5,54.5,,, II ,83.3,8.3,8.3,,I
SECUNDARIA,14DTV0124H,MATUTINO,7,100,100,SI,SI,NO,NO,42.9,57.1,,, II ,85.7,14.3,,,I
SECUNDARIA,14DTV0126F,MATUTINO,6,100,100,SI,SI,NO,NO,33.3,50,16.7,, II ,66.7,16.7,16.7,,I
SECUNDARIA,14DTV0127E,MATUTINO,35,91.4,85.7,SI,SI,NO,NO,50,37.5,9.4,3.1, I ,53.3,13.3,20,13.3,I
SECUNDARIA,14DTV0128D,MATUTINO,18,72.2,94.4,SI,SI,NO,NO,46.2,30.8,7.7,15.4, I ,70.6,17.6,,11.8,I
SECUNDARIA,14DTV0129C,MATUTINO,5,100,100,SI,SI,NO,NO,,40,60,, III ,,80,20,,II
SECUNDARIA,14DTV0130S,MATUTINO,16,81.3,81.3,SI,SI,NO,NO,23.1,30.8,38.5,7.7, III ,38.5,30.8,23.1,7.7,I
SECUNDARIA,14DTV0131R,MATUTINO,9,100,100,SI,SI,NO,NO,33.3,44.4,11.1,11.1, II ,88.9,11.1,,,I
SECUNDARIA,14DTV0132Q,MATUTINO,9,100,100,SI,SI,NO,NO,11.1,22.2,44.4,22.2, III ,55.6,,33.3,11.1,I
SECUNDARIA,14DTV0133P,MATUTINO,17,100,100,SI,SI,NO,NO,17.6,35.3,47.1,, III ,23.5,23.5,17.6,35.3,IV
SECUNDARIA,14DTV0134O,MATUTINO,9,100,100,SI,SI,NO,NO,55.6,22.2,22.2,, I ,55.6,44.4,,,I
SECUNDARIA,14DTV0135N,MATUTINO,26,88.5,92.3,SI,SI,NO,SI,4.3,52.2,39.1,4.3, II ,29.2,54.2,16.7,,II
SECUNDARIA,14DTV0136M,MATUTINO,35,88.6,100,SI,SI,SI,SI,64.5,25.8,6.5,3.2, I ,77.1,17.1,2.9,2.9,I
SECUNDARIA,14DTV0137L,MATUTINO,35,82.9,91.4,SI,SI,NO,NO,100,,,, I ,50,28.1,12.5,9.4,I
SECUNDARIA,14DTV0138K,MATUTINO,20,100,95,SI,SI,NO,NO,10,55,25,10, II ,47.4,42.1,5.3,5.3,I
SECUNDARIA,14DTV0139J,MATUTINO,11,90.9,90.9,SI,SI,NO,NO,30,40,30,, II ,30,40,30,,II
SECUNDARIA,14DTV0140Z,MATUTINO,33,81.8,90.9,SI,SI,NO,NO,33.3,44.4,18.5,3.7, II ,,33.3,33.3,33.3,II
SECUNDARIA,14DTV0141Y,MATUTINO,6,100,100,SI,SI,NO,NO,16.7,16.7,50,16.7, III ,33.3,33.3,16.7,16.7,I
SECUNDARIA,14DTV0142X,MATUTINO,1,100,100,SI,SI,NO,NO,,100,,, II ,,,100,,III
SECUNDARIA,14DTV0143W,MATUTINO,14,92.9,85.7,SI,SI,NO,NO,23.1,69.2,7.7,, II ,66.7,25,8.3,,I
SECUNDARIA,14DTV0144V,MATUTINO,35,77.1,71.4,SI,SI,NO,NO,3.7,7.4,25.9,63, IV ,,4,8,88,IV
SECUNDARIA,14DTV0145U,MATUTINO,35,100,88.6,SI,SI,NO,SI,25.7,42.9,17.1,14.3, II ,54.8,19.4,19.4,6.5,I
SECUNDARIA,14DTV0146T,MATUTINO,17,82.4,82.4,SI,SI,NO,NO,21.4,21.4,28.6,28.6, III ,21.4,14.3,42.9,21.4,III
SECUNDARIA,14DTV0147S,MATUTINO,12,100,100,SI,SI,NO,NO,50,33.3,16.7,, I ,50,25,16.7,8.3,I
SECUNDARIA,14DTV0148R,MATUTINO,15,73.3,100,SI,SI,NO,NO,,45.5,27.3,27.3, II ,33.3,40,13.3,13.3,II
SECUNDARIA,14DTV0149Q,MATUTINO,16,100,100,SI,SI,NO,NO,25,31.3,31.3,12.5, II ,43.8,37.5,12.5,6.3,I
SECUNDARIA,14DTV0150F,MATUTINO,33,87.9,90.9,SI,SI,NO,NO,27.6,44.8,20.7,6.9, II ,56.7,33.3,6.7,3.3,I
SECUNDARIA,14DTV0151E,MATUTINO,35,94.3,91.4,SI,SI,NO,NO,3,33.3,48.5,15.2, III ,25,15.6,31.3,28.1,III
SECUNDARIA,14DTV0152D,MATUTINO,18,83.3,88.9,SI,SI,NO,NO,13.3,73.3,13.3,, II ,31.3,50,12.5,6.3,II
SECUNDARIA,14DTV0153C,MATUTINO,35,100,100,SI,SI,NO,NO,5.7,51.4,34.3,8.6, II ,17.1,14.3,22.9,45.7,IV
SECUNDARIA,14DTV0154B,MATUTINO,22,68.2,100,SI,SI,NO,NO,13.3,53.3,26.7,6.7, II ,45.5,45.5,4.5,4.5,I
SECUNDARIA,14DTV0155A,MATUTINO,35,91.4,94.3,SI,SI,NO,NO,18.8,31.3,31.3,18.8, II ,48.5,24.2,15.2,12.1,I
SECUNDARIA,14DTV0156Z,MATUTINO,70,82.9,81.4,SI,SI,NO,SI,29.3,55.2,10.3,5.2, II ,64.9,19.3,8.8,7,I
SECUNDARIA,14DTV0157Z,MATUTINO,35,97.1,97.1,SI,SI,NO,NO,35.3,26.5,26.5,11.8, I ,61.8,20.6,8.8,8.8,I
SECUNDARIA,14DTV0158Y,MATUTINO,13,84.6,84.6,SI,SI,NO,SI,9.1,63.6,27.3,, II ,72.7,18.2,,9.1,I
SECUNDARIA,14DTV0159X,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,,60,20,20, II ,20,40,20,20,II
SECUNDARIA,14DTV0160M,MATUTINO,10,100,100,SI,SI,NO,NO,10,40,40,10, II ,20,60,20,,II
SECUNDARIA,14DTV0161L,MATUTINO,24,70.8,70.8,SI,SI,SI,SI,29.4,58.8,11.8,, II ,82.4,17.6,,,I
SECUNDARIA,14DTV0162K,MATUTINO,10,70,80,SI,SI,NO,NO,28.6,57.1,14.3,, II ,62.5,25,,12.5,I
SECUNDARIA,14DTV0163J,MATUTINO,14,100,100,SI,SI,NO,NO,28.6,64.3,7.1,, II ,64.3,28.6,7.1,,I
SECUNDARIA,14DTV0164I,MATUTINO,32,90.6,93.8,SI,SI,NO,NO,48.3,41.4,10.3,, I ,70,20,6.7,3.3,I
SECUNDARIA,14DTV0165H,MATUTINO,10,90,90,SI,SI,NO,NO,33.3,44.4,22.2,, II ,55.6,22.2,11.1,11.1,I
SECUNDARIA,14DTV0166G,MATUTINO,20,100,100,SI,SI,NO,NO,15,20,55,10, III ,25,15,25,35,IV
SECUNDARIA,14DTV0167F,MATUTINO,35,100,100,SI,SI,SI,NO,17.1,40,34.3,8.6, II ,25.7,40,14.3,20,II
SECUNDARIA,14DTV0168E,MATUTINO,70,70,68.6,SI,SI,NO,NO,32.7,53.1,12.2,2, II ,54.2,33.3,8.3,4.2,I
SECUNDARIA,14DTV0169D,MATUTINO,35,100,100,SI,SI,NO,NO,42.9,45.7,11.4,, II ,80,20,,,I
SECUNDARIA,14DTV0170T,MATUTINO,19,84.2,78.9,SI,SI,NO,NO,25,43.8,12.5,18.8, II ,46.7,33.3,6.7,13.3,I
SECUNDARIA,14DTV0171S,MATUTINO,24,91.7,95.8,SI,SI,NO,NO,36.4,50,9.1,4.5, II ,52.2,34.8,13,,I
SECUNDARIA,14DTV0172R,MATUTINO,35,100,100,SI,SI,NO,NO,25.7,37.1,28.6,8.6, II ,25.7,34.3,22.9,17.1,II
SECUNDARIA,14DTV0173Q,MATUTINO,16,100,100,SI,SI,NO,NO,12.5,62.5,25,, II ,43.8,50,6.3,,II
SECUNDARIA,14DTV0174P,MATUTINO,9,100,100,SI,SI,NO,NO,33.3,55.6,11.1,, II ,22.2,33.3,33.3,11.1,II
SECUNDARIA,14DTV0175O,MATUTINO,4,100,75,SI,SI,NO,NO,,75,25,, II ,,66.7,33.3,,II
SECUNDARIA,14DTV0176N,MATUTINO,35,94.3,91.4,SI,SI,NO,NO,9.1,54.5,33.3,3, II ,21.9,40.6,21.9,15.6,II
SECUNDARIA,14DTV0177M,MATUTINO,70,98.6,100,SI,SI,NO,SI,34.8,44.9,15.9,4.3, II ,51.4,31.4,11.4,5.7,I
SECUNDARIA,14DTV0178L,MATUTINO,2,100,100,SI,SI,NO,NO,,100,,, II ,,50,50,,II
SECUNDARIA,14DTV0179K,MATUTINO,14,100,100,SI,SI,NO,NO,28.6,50,14.3,7.1, II ,57.1,21.4,14.3,7.1,I
SECUNDARIA,14DTV0180Z,MATUTINO,14,85.7,85.7,SI,SI,NO,NO,25,25,41.7,8.3, III ,66.7,25,8.3,,I
SECUNDARIA,14DTV0181Z,MATUTINO,9,88.9,88.9,SI,SI,NO,NO,25,25,37.5,12.5, III ,50,50,,,I
SECUNDARIA,14DTV0182Y,MATUTINO,35,100,97.1,SI,SI,NO,NO,40,42.9,17.1,, II ,55.9,29.4,2.9,11.8,I
SECUNDARIA,14DTV0183X,MATUTINO,10,90,90,SI,SI,NO,NO,33.3,55.6,11.1,, II ,66.7,33.3,,,I
SECUNDARIA,14DTV0184W,MATUTINO,10,70,70,SI,SI,NO,NO,14.3,57.1,14.3,14.3, II ,57.1,28.6,,14.3,I
SECUNDARIA,14DTV0185V,MATUTINO,31,93.5,90.3,SI,SI,NO,NO,3.4,44.8,31,20.7, II ,,10.7,46.4,42.9,III
SECUNDARIA,14DTV0186U,MATUTINO,30,90,86.7,SI,SI,NO,NO,40.7,33.3,18.5,7.4, I ,53.8,26.9,15.4,3.8,I
SECUNDARIA,14DTV0187T,MATUTINO,12,100,100,SI,SI,NO,NO,50,25,16.7,8.3, I ,50,41.7,,8.3,I
SECUNDARIA,14DTV0188S,MATUTINO,21,100,100,SI,SI,NO,NO,28.6,61.9,9.5,, II ,71.4,23.8,4.8,,I
SECUNDARIA,14DTV0189R,MATUTINO,28,85.7,75,SI,SI,NO,NO,54.2,33.3,8.3,4.2, I ,71.4,19,4.8,4.8,I
SECUNDARIA,14DTV0190G,MATUTINO,70,100,100,SI,SI,NO,NO,54.3,42.9,2.9,, I ,75.7,17.1,7.1,,I
SECUNDARIA,14DTV0191F,MATUTINO,23,87,87,SI,SI,SI,SI,25,65,10,, II ,60,30,5,5,I
SECUNDARIA,14DTV0192E,MATUTINO,27,92.6,100,SI,SI,NO,NO,8,32,40,20, III ,7.4,25.9,22.2,44.4,IV
SECUNDARIA,14DTV0193D,MATUTINO,3,100,100,SI,SI,NO,NO,66.7,33.3,,, I ,100,,,,I
SECUNDARIA,14DTV0194C,MATUTINO,17,100,100,SI,SI,SI,NO,11.8,41.2,41.2,5.9, II ,,11.8,29.4,58.8,IV
SECUNDARIA,14DTV0195B,MATUTINO,35,100,94.3,SI,SI,SI,SI,45.7,34.3,14.3,5.7, I ,69.7,15.2,12.1,3,I
SECUNDARIA,14DTV0196A,MATUTINO,23,52.2,78.3,NO,SI,NO,NO,58.3,25,16.7,, I ,66.7,27.8,5.6,,I
SECUNDARIA,14DTV0197Z,MATUTINO,4,75,75,SI,SI,NO,NO,,100,,, II ,,66.7,33.3,,II
SECUNDARIA,14DTV0198Z,MATUTINO,13,92.3,100,SI,SI,NO,NO,25,58.3,8.3,8.3, II ,61.5,23.1,7.7,7.7,I
SECUNDARIA,14DTV0199Y,MATUTINO,18,72.2,88.9,SI,SI,NO,SI,53.8,38.5,,7.7, I ,50,37.5,12.5,,I
SECUNDARIA,14DTV0200X,MATUTINO,35,80,82.9,SI,SI,NO,SI,50,35.7,14.3,, I ,48.3,31,13.8,6.9,I
SECUNDARIA,14DTV0201W,MATUTINO,22,100,100,SI,SI,NO,NO,45.5,45.5,9.1,, I ,72.7,13.6,13.6,,I
SECUNDARIA,14DTV0202V,MATUTINO,13,100,100,SI,SI,NO,NO,15.4,46.2,30.8,7.7, II ,53.8,38.5,7.7,,I
SECUNDARIA,14DTV0204T,MATUTINO,35,100,100,SI,SI,NO,SI,40,48.6,5.7,5.7, II ,54.3,25.7,14.3,5.7,I
SECUNDARIA,14DTV0206R,MATUTINO,10,100,100,SI,SI,NO,NO,,50,40,10, II ,60,30,,10,I
SECUNDARIA,14DTV0207Q,MATUTINO,22,90.9,90.9,SI,SI,NO,NO,35,45,20,, II ,55,35,10,,I
SECUNDARIA,14DTV0208P,MATUTINO,7,57.1,71.4,SI,SI,NO,NO,50,50,,, I ,60,20,20,,I
SECUNDARIA,14DTV0209O,MATUTINO,30,100,96.7,SI,SI,SI,SI,3.3,36.7,33.3,26.7, II ,17.2,55.2,24.1,3.4,II
SECUNDARIA,14DTV0210D,MATUTINO,13,76.9,84.6,SI,SI,NO,NO,10,50,30,10, II ,27.3,36.4,18.2,18.2,II
SECUNDARIA,14DTV0211C,MATUTINO,29,89.7,89.7,SI,SI,NO,NO,69.2,26.9,,3.8, I ,80.8,15.4,3.8,,I
SECUNDARIA,14DTV0212B,MATUTINO,18,83.3,88.9,SI,SI,NO,NO,20,53.3,26.7,, II ,37.5,37.5,12.5,12.5,I
SECUNDARIA,14DTV0213A,MATUTINO,9,100,100,SI,SI,NO,NO,33.3,66.7,,, II ,77.8,22.2,,,I
SECUNDARIA,14DTV0214Z,MATUTINO,27,85.2,81.5,SI,SI,NO,NO,39.1,30.4,13,17.4, I ,63.6,13.6,9.1,13.6,I
SECUNDARIA,14DTV0215Z,MATUTINO,8,100,100,SI,SI,NO,NO,25,25,25,25, I ,50,,12.5,37.5,I
SECUNDARIA,14DTV0216Y,MATUTINO,29,96.6,100,SI,SI,NO,NO,39.3,46.4,10.7,3.6, II ,44.8,31,3.4,20.7,I
SECUNDARIA,14DTV0217X,MATUTINO,31,93.5,87.1,SI,SI,NO,SI,13.8,55.2,13.8,17.2, II ,59.3,22.2,14.8,3.7,I
SECUNDARIA,14DTV0218W,MATUTINO,12,100,91.7,SI,SI,NO,NO,8.3,58.3,16.7,16.7, II ,18.2,45.5,18.2,18.2,II
SECUNDARIA,14DTV0219V,MATUTINO,35,,100,NO,SI,NO,SI,,,,,,45.7,48.6,5.7,,II
SECUNDARIA,14DTV0220K,MATUTINO,13,84.6,84.6,SI,SI,NO,NO,45.5,45.5,9.1,, I ,63.6,18.2,18.2,,I
SECUNDARIA,14DTV0221J,MATUTINO,35,100,100,SI,SI,NO,NO,25.7,57.1,17.1,, II ,62.9,31.4,5.7,,I
SECUNDARIA,14DTV0222I,MATUTINO,15,100,100,SI,SI,NO,SI,13.3,66.7,6.7,13.3, II ,53.3,20,20,6.7,I
SECUNDARIA,14DTV0223H,MATUTINO,70,91.4,91.4,SI,SI,NO,NO,28.1,46.9,20.3,4.7, II ,51.6,26.6,9.4,12.5,I
SECUNDARIA,14DTV0224G,MATUTINO,25,100,96,SI,SI,NO,NO,36,36,20,8, I ,50,41.7,8.3,,I
SECUNDARIA,14DTV0225F,MATUTINO,8,100,100,SI,SI,NO,NO,12.5,25,62.5,, III ,25,12.5,37.5,25,III
SECUNDARIA,14DTV0226E,MATUTINO,3,100,100,SI,SI,NO,NO,,,,100, IV ,,,,100,IV
SECUNDARIA,14DTV0227D,MATUTINO,31,74.2,77.4,SI,SI,NO,NO,69.6,21.7,8.7,, I ,87.5,8.3,4.2,,I
SECUNDARIA,14DTV0228C,MATUTINO,19,94.7,100,SI,SI,NO,SI,55.6,33.3,5.6,5.6, I ,78.9,15.8,,5.3,I
SECUNDARIA,14DTV0229B,MATUTINO,9,88.9,88.9,SI,SI,NO,NO,25,50,25,, II ,25,25,50,,III
SECUNDARIA,14DTV0230R,MATUTINO,70,100,100,SI,SI,NO,NO,25.7,51.4,20,2.9, II ,44.3,27.1,21.4,7.1,I
SECUNDARIA,14DTV0231Q,MATUTINO,70,91.4,94.3,SI,SI,NO,NO,68.8,28.1,1.6,1.6, I ,72.7,21.2,4.5,1.5,I
SECUNDARIA,14DTV0232P,MATUTINO,15,100,100,SI,SI,NO,NO,33.3,60,6.7,, II ,80,20,,,I
SECUNDARIA,14DTV0233O,MATUTINO,22,86.4,86.4,SI,SI,NO,NO,10.5,31.6,47.4,10.5, III ,15.8,47.4,10.5,26.3,II
SECUNDARIA,14DTV0234N,MATUTINO,35,100,100,SI,SI,NO,NO,17.1,51.4,31.4,, II ,2.9,25.7,45.7,25.7,III
SECUNDARIA,14DTV0235M,MATUTINO,35,100,100,SI,SI,NO,SI,48.6,37.1,11.4,2.9, I ,51.4,34.3,5.7,8.6,I
SECUNDARIA,14DTV0236L,MATUTINO,29,100,96.6,SI,SI,NO,NO,3.4,20.7,62.1,13.8, III ,,3.6,10.7,85.7,IV
SECUNDARIA,14DTV0237K,MATUTINO,32,96.9,96.9,SI,SI,NO,NO,58.1,35.5,6.5,, I ,77.4,19.4,3.2,,I
SECUNDARIA,14DTV0238J,MATUTINO,15,93.3,100,SI,SI,NO,NO,50,42.9,7.1,, I ,46.7,40,13.3,,I
SECUNDARIA,14DTV0239I,MATUTINO,14,100,100,SI,SI,NO,NO,7.1,50,42.9,, II ,,,28.6,71.4,IV
SECUNDARIA,14DTV0240Y,MATUTINO,17,94.1,94.1,SI,SI,SI,NO,43.8,50,6.3,, II ,62.5,25,6.3,6.3,I
SECUNDARIA,14DTV0241X,MATUTINO,21,95.2,95.2,SI,SI,NO,SI,15,35,45,5, III ,10,65,25,,II
SECUNDARIA,14DTV0242W,MATUTINO,8,100,100,SI,SI,NO,NO,50,50,,, I ,75,25,,,I
SECUNDARIA,14DTV0243V,MATUTINO,22,90.9,95.5,SI,SI,NO,NO,20,65,10,5, II ,61.9,28.6,4.8,4.8,I
SECUNDARIA,14DTV0244U,MATUTINO,16,93.8,93.8,SI,SI,NO,NO,33.3,46.7,20,, II ,73.3,20,6.7,,I
SECUNDARIA,14DTV0245T,MATUTINO,34,79.4,82.4,SI,SI,NO,SI,22.2,55.6,11.1,11.1, II ,32.1,25,21.4,21.4,I
SECUNDARIA,14DTV0246S,MATUTINO,70,92.9,94.3,SI,SI,NO,NO,60,32.3,6.2,1.5, I ,80.3,18.2,,1.5,I
SECUNDARIA,14DTV0247R,MATUTINO,14,100,100,SI,SI,NO,NO,21.4,50,14.3,14.3, II ,50,50,,,I
SECUNDARIA,14DTV0248Q,MATUTINO,29,51.7,48.3,NO,NO,SI,NO,26.7,33.3,26.7,13.3, II ,64.3,7.1,21.4,7.1,I
SECUNDARIA,14DTV0249P,MATUTINO,16,100,100,SI,SI,NO,NO,18.8,62.5,12.5,6.3, II ,25,43.8,18.8,12.5,II
SECUNDARIA,14DTV0250E,MATUTINO,6,100,100,SI,SI,NO,NO,33.3,33.3,16.7,16.7, I ,50,,16.7,33.3,I
SECUNDARIA,14DTV0252C,MATUTINO,13,92.3,92.3,SI,SI,NO,NO,58.3,16.7,8.3,16.7, I ,75,8.3,,16.7,I
SECUNDARIA,14DTV0253B,MATUTINO,7,100,100,SI,SI,NO,NO,,71.4,14.3,14.3, II ,,71.4,,28.6,II
SECUNDARIA,14DTV0254A,MATUTINO,32,93.8,93.8,SI,SI,NO,NO,43.3,43.3,10,3.3, I ,63.3,20,6.7,10,I
SECUNDARIA,14DTV0255Z,MATUTINO,7,85.7,100,SI,SI,NO,NO,,83.3,16.7,, II ,28.6,42.9,28.6,,II
SECUNDARIA,14DTV0256Z,MATUTINO,35,94.3,88.6,SI,SI,NO,NO,,39.4,36.4,24.2, II ,29,16.1,19.4,35.5,IV
SECUNDARIA,14DTV0257Y,MATUTINO,6,83.3,100,SI,SI,NO,NO,40,60,,, II ,83.3,16.7,,,I
SECUNDARIA,14DTV0258X,MATUTINO,18,94.4,88.9,SI,SI,NO,SI,29.4,52.9,17.6,, II ,75,18.8,6.3,,I
SECUNDARIA,14DTV0259W,MATUTINO,17,88.2,88.2,SI,SI,NO,NO,13.3,40,26.7,20, II ,46.7,26.7,13.3,13.3,I
SECUNDARIA,14DTV0260L,MATUTINO,35,100,97.1,SI,SI,NO,NO,22.9,48.6,20,8.6, II ,44.1,29.4,11.8,14.7,I
SECUNDARIA,14DTV0261K,MATUTINO,35,100,100,SI,SI,NO,NO,11.4,65.7,22.9,, II ,57.1,31.4,8.6,2.9,I
SECUNDARIA,14DTV0262J,MATUTINO,35,80,77.1,SI,SI,NO,NO,50,28.6,21.4,, I ,70.4,22.2,3.7,3.7,I
SECUNDARIA,14DTV0263I,MATUTINO,29,82.8,79.3,SI,SI,NO,NO,54.2,33.3,12.5,, I ,69.6,21.7,8.7,,I
SECUNDARIA,14DTV0264H,MATUTINO,17,100,94.1,SI,SI,NO,NO,5.9,64.7,17.6,11.8, II ,43.8,25,18.8,12.5,I
SECUNDARIA,14DTV0265G,MATUTINO,14,85.7,85.7,SI,SI,NO,NO,41.7,41.7,8.3,8.3, I ,66.7,25,8.3,,I
